0.017762933	0.026263189	0.015870307	0.036264803	-0.033262573	-0.04182867	-0.009365082	0.048602294	0.04045302	0.015354339	0.0250105	-0.047010135	-0.043507267	-0.0035667047	-0.01804633	0.029332582	-0.01385653	0.033036914	0.02113339	-0.0011304393	-0.019100357	0.0480736	0.048506033	0.03454185	0.044725146	0.039023492	0.014726434	0.01571143	0.02812438	-0.01941265	0.009388935	0.019145634	0.036339533	0.024976347	0.017153312	0.010756291	-0.024462832	-0.025280714	-0.02019676	0.011707604	0.0034372583	-0.042061508	-0.03276124	0.010824539	-0.029866457	0.02778865	0.023510251	-0.01363511	0.018927302	0.014168415	0.0470122	0.023702059	-0.024994243	0.0048388243	-0.028963208	0.03644893	0.0330248	-0.018848062	-0.014832281	0.016871478	0.045002077	-0.014576148	0.0072357543	0.00084563345
0.022709817	-0.012017211	0.38032985	-0.034801744	-0.123919494	-0.012231943	0.3080818	-0.1075781	-0.16910787	-0.0045419172	-0.29850906	-0.30834273	0.15405703	-0.040627655	-0.042877782	-0.0740492	0.54786235	-0.24153014	-0.3646059	-0.049462475	-0.009859966	-0.033319917	-0.28668746	-0.26603043	-0.10020649	-0.06717395	0.13916229	-0.041044727	-0.494158	-0.06608939	-0.07442333	-0.03528873	0.1535016	0.15721431	-0.021132441	0.018633151	0.0897357	-0.12191721	0.07192681	0.47998583	-0.005482026	-0.090749934	-0.15486972	-0.11746457	0.45309323	0.6400357	0.45189208	-0.019621931	0.17336808	-0.15536298	0.016308196	0.11128396	-0.14555597	0.12821685	0.23503906	-0.19678198	-0.22907935	-0.19059539	-0.019606564	-0.19857593	-0.13352786	-0.10220362	0.105816066	0.11004209
-0.15347548	0.32784006	0.35322762	-0.8323097	-0.021620167	0.15052788	0.53452194	0.30130383	-0.3442587	-0.746538	0.18561445	0.2746948	-0.2627299	-0.4902805	0.11622736	-0.28756022	-0.084741384	0.4202566	-0.0538633	0.21477728	-0.15896738	-0.27890223	0.24658653	-0.6240112	-0.28960818	-0.83266664	-0.19730727	0.3937618	-0.4977101	0.49384993	1.1037388	-0.005754778	-0.422538	-0.5018366	0.1401298	-0.036843155	-0.15969217	0.031831212	0.06309135	0.07794181	0.40525162	0.33396208	0.27599213	0.74805075	0.0008802548	0.33463278	-0.07583647	0.07981829	0.46833232	-0.114610285	0.26716685	0.075231634	0.3980359	0.43587434	0.042246543	-0.36699048	-0.58958524	0.5442586	-0.14522566	-0.22521797	-0.52731514	-0.17797917	0.35575765	-0.2817911
-0.11438497	0.4041191	0.5084292	-0.9983751	-0.22234075	-0.63316935	1.0502249	-0.038059868	-0.23462334	-0.70865774	0.4839914	-0.04842901	-0.2517516	-1.0802801	0.4815573	-0.17693663	-0.40950263	-0.05917591	0.08056352	-0.07535161	-0.54463464	-0.3294398	0.2522902	-0.5648716	-0.28815827	-0.14003606	-0.54735976	-0.09061694	-0.27720654	0.3618956	0.8370137	0.154302	-0.19991533	0.008429193	0.35274744	-0.060352575	-0.11167299	0.21594074	0.12786943	0.19849688	0.1452054	0.17242783	0.3250171	0.37608933	-0.24323325	0.084706485	-0.032785084	0.2933947	0.21239841	0.28727904	0.071578085	-0.75759006	-0.03678984	0.50261676	0.14482544	0.19745587	-0.22049567	0.2527076	0.22153553	0.11006512	0.6254035	-0.28601867	0.3430327	-0.12688152
-0.4882252	0.70221657	0.44519097	-0.040505175	0.24744469	0.29504424	1.047706	-0.0021712382	-0.52160686	-0.4550836	-0.48661003	0.09804513	-0.40656376	-0.6341696	0.5381208	-0.6648066	0.18533161	0.8091168	0.49468485	0.18491706	-0.3910812	-0.2206901	0.0026612643	-0.32870165	-0.6929888	-0.7586102	-1.1614072	0.588619	-0.61108077	0.41371042	0.90369654	-0.23054336	-0.16211626	-0.3791579	0.036573663	0.085786454	-0.32935488	-0.15407069	0.13322881	0.19195507	-0.14751415	0.13244171	-0.13068105	0.31499407	-0.14132431	0.19421819	0.020140225	0.09248792	0.11755573	-0.94904315	-0.030311009	0.08404987	0.5864073	0.04104487	0.13881913	0.1377039	-0.27718478	0.5955275	-0.020877331	-0.21114688	-0.38020846	0.32233235	0.38429168	0.036980435
-0.33232278	1.0116752	0.31765625	-0.45399103	-0.6069121	0.20589256	0.32428825	-0.065572895	-0.30759627	-0.38343808	-1.1464324	0.22955236	-0.13668737	-1.7688953	0.6502289	0.18315206	0.35636833	-0.34719384	-0.5058161	0.34585848	-0.6668237	0.0024921522	0.32121366	-0.6558979	-0.42295435	0.012374655	0.22018488	-0.058967575	0.088175654	0.51381487	-0.06537111	0.26073897	0.45615572	-0.07305563	-0.16317648	0.091192245	0.5906631	-0.010620937	0.36432764	-0.15946282	0.018053763	-0.06467635	0.41559663	-0.050184764	0.98460627	0.31934634	-0.4294671	0.73753023	0.23780711	-0.076972835	-0.10508864	0.1751621	0.2764409	7.3446454e-06	0.39017457	0.040613275	-0.51631814	0.12605093	-0.5130382	0.05454853	0.3059993	0.73551244	0.19049089	0.3041638
0.26296625	-0.44929755	-0.07297262	-0.91353285	-0.86661714	-0.09250547	-0.10144162	0.31851795	0.8980051	0.43191525	-0.2786186	-1.0736878	-0.5056229	-0.32193837	0.06842971	-1.2400588	-0.21356069	-0.4876719	0.15583047	-0.79557854	0.67821395	-0.5150114	0.38030982	-0.108070575	0.08892594	-0.6734252	0.038834482	0.52002037	-0.29533118	-0.71893466	0.040865686	-0.28573743	-1.1299986	-0.28474638	0.44598427	-0.38815427	-0.7356336	-0.2925758	0.76684266	0.62797266	0.23222177	0.72428083	-0.15788409	-0.05695762	-0.5165166	-0.28924677	0.4332131	-0.07783947	-0.023648268	-0.0052787345	0.418379	0.14946602	-0.054399773	-0.58323693	0.8441569	-0.9482005	0.40682074	-0.011693312	-0.5713695	0.08905794	-0.74372023	-0.50193346	-0.45077166	-0.022201808
-0.48022145	0.759945	0.15332682	-0.8693233	-0.012847763	-0.15095668	0.39342353	0.030128501	-0.35582572	-0.5709987	-0.6687727	0.031399578	-0.1960624	-1.5084245	0.35510558	0.481436	0.20503962	0.19769502	-0.07124225	-0.09083275	-0.4750477	0.04719713	0.08851702	-0.07673896	-0.314033	-0.07917475	0.26642704	0.07517023	-0.63678133	0.96056205	0.11584345	0.41148353	-0.012304549	-0.32292557	0.2575338	0.1842121	0.16423063	-0.29606032	0.12030953	-0.25518057	-0.5807129	-0.25579426	0.2805868	0.36616626	0.6869983	0.046584312	-0.17054881	0.5062259	-0.08111138	-0.6047771	-0.10737225	0.09069326	0.6749066	0.10627201	-0.04863563	0.16954784	-0.21728715	0.80536866	-0.9203636	-0.0150898015	0.28740165	1.2311225	0.33673102	0.02416602
-0.58633065	0.48957393	0.5683911	-0.8375233	-0.14638573	0.119131066	0.9466467	0.11479204	-0.5807752	-0.07093747	-0.19955198	0.052558716	-0.56923795	-0.53416157	0.57218987	-0.3873038	-0.30370843	0.14557679	0.00017414344	0.14271417	-0.40440023	-0.40084028	0.03321674	0.13235368	-0.20379038	-0.47257066	-1.3512558	0.3046171	-0.26610765	0.2388346	0.5022768	0.10125358	0.23955812	-0.35490045	0.0033000764	-0.78912544	0.5435666	0.4778617	-0.1455864	0.23780696	0.45446587	0.0119288685	0.7090954	0.086767815	0.5621458	0.14810489	0.41207698	0.05800382	0.19494452	0.032720834	-0.12771834	0.25998935	0.365666	-0.03761799	-0.47866216	0.08724466	-0.2787536	0.23258418	0.14786884	-0.29847458	-0.27251956	0.014909625	0.31441677	0.12599379
-0.087778375	0.625127	0.40252963	-0.97789365	-0.6589818	-0.27083945	-0.07102332	-0.13237236	-0.1383629	-0.41760176	-0.11742287	0.023461327	-0.12533577	-1.4997078	0.86332524	0.31374937	0.6188241	-0.5369147	-0.43054217	-0.30378625	-0.31572527	0.325213	0.4838523	-0.100728005	-0.607111	0.27140725	0.7352224	0.19333357	0.52650946	0.01777695	0.4968999	0.23621206	0.23466831	0.31522462	0.06698246	0.17106351	0.56858975	-0.124851555	-0.23521316	-0.22018053	-0.016735096	0.46791917	0.4735988	-0.31744954	-0.056605253	0.7686755	-0.20233321	1.3037957	0.056082033	0.031302013	0.22249523	-0.3876208	-0.13355276	0.18583208	0.1555578	0.085927255	-0.37005404	0.29283318	-0.7010663	0.47712773	0.6905721	0.6676532	0.25441056	0.35841268
